model_id,original_status,http_status,original_error,primary_failure_reason,capabilities,api_mode,is_batch,is_image_generation,is_video_generation,current_test_endpoint,expected_endpoint,real_failure,recommend_hide,recommend_retest,notes
openai/gpt-5.6-sol:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/gpt-5.6-terra-pro:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/gpt-5.6-terra:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/gpt-5:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/gpt-audio,FAILED,400,"Provider returned error ({""raw"":""{\n  \""error\"": {\n    \""message\"": \""This model requires that either input content or output modality contain audio.\"",\n    \""type\"": \""invalid_request_error\"",\n    \""param\"": \""model\"",\n    \""code\"": \""invalid_value\""\n  }\n}"",""provider_name"":""OpenAI"",""is_byok"":false,""provider_error_code"":""invalid_value""})",WRONG_ENDPOINT,text|audio,realtime_audio_or_special,false,false,false,/v1/chat/completions,Audio-capable endpoint/payload,false,true,true,Audio-output model was probed with text-only chat payload.
openai/gpt-audio-mini,FAILED,400,"Provider returned error ({""raw"":""{\n  \""error\"": {\n    \""message\"": \""This model requires that either input content or output modality contain audio.\"",\n    \""type\"": \""invalid_request_error\"",\n    \""param\"": \""model\"",\n    \""code\"": \""invalid_value\""\n  }\n}"",""provider_name"":""OpenAI"",""is_byok"":false,""provider_error_code"":""invalid_value""})",WRONG_ENDPOINT,text|audio,realtime_audio_or_special,false,false,false,/v1/chat/completions,Audio-capable endpoint/payload,false,true,true,Audio-output model was probed with text-only chat payload.
openai/gpt-oss-120b:free,FAILED,404,This model is unavailable for free. The paid version is available now - use this slug instead: openai/gpt-oss-120b,MODEL_NOT_FOUND,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
openai/o1-pro:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o1:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o3-deep-research,FAILED,404,No endpoints found for openai/o3-deep-research.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
openai/o3-mini-high:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o3-mini:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o3-pro:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o3:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o4-mini-deep-research,FAILED,404,No endpoints found for openai/o4-mini-deep-research.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
openai/o4-mini-high:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
openai/o4-mini:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
perplexity/sonar,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""max_tokens must be at least 16\"",\""type\"":\""invalid_request\"",\""code\"":400,\""param\"":\""max_tokens\""}}\n"",""provider_name"":""Perplexity"",""is_byok"":false,""provider_error_code"":""400""})",WRONG_PAYLOAD,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
perplexity/sonar-deep-research,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""max_tokens must be at least 16 for sonar-deep-research.\"",\""type\"":\""invalid_parameter\"",\""code\"":400}}"",""provider_name"":""Perplexity"",""is_byok"":false,""provider_error_code"":""400""})",WRONG_PAYLOAD,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
perplexity/sonar-pro,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""max_tokens must be at least 16\"",\""type\"":\""invalid_request\"",\""code\"":400,\""param\"":\""max_tokens\""}}\n"",""provider_name"":""Perplexity"",""is_byok"":false,""provider_error_code"":""400""})",WRONG_PAYLOAD,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
perplexity/sonar-pro-search,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""max_tokens must be at least 16\"",\""type\"":\""invalid_request\"",\""code\"":400,\""param\"":\""max_tokens\""}}\n"",""provider_name"":""Perplexity"",""is_byok"":false,""provider_error_code"":""400""})",WRONG_PAYLOAD,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
perplexity/sonar-reasoning-pro,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""max_tokens must be at least 16\"",\""type\"":\""invalid_request\"",\""code\"":400,\""param\"":\""max_tokens\""}}\n"",""provider_name"":""Perplexity"",""is_byok"":false,""provider_error_code"":""400""})",WRONG_PAYLOAD,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
poolside/laguna-m.1,FAILED,404,No endpoints found for poolside/laguna-m.1.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
poolside/laguna-m.1:free,FAILED,404,No endpoints found for poolside/laguna-m.1:free.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
poolside/laguna-xs.2,FAILED,404,No endpoints found for poolside/laguna-xs.2.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
poolside/laguna-xs.2:free,FAILED,404,No endpoints found for poolside/laguna-xs.2:free.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
qwen/qwen3-coder:free,FAILED,404,This model is unavailable for free. The paid version is available now - use this slug instead: qwen/qwen3-coder,MODEL_NOT_FOUND,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
qwen/qwen3-next-80b-a3b-instruct:free,FAILED,404,This model is unavailable for free. The paid version is available now - use this slug instead: qwen/qwen3-next-80b-a3b-instruct,MODEL_NOT_FOUND,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
qwen/qwen3-next-80b-a3b-thinking,FAILED,400,qwen/qwen3-next-80b-a3b is not a valid model ID,MODEL_NOT_FOUND,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
qwen/qwen3-vl-235b-a22b-thinking,FAILED,400,qwen/qwen3-vl-235b-a22b is not a valid model ID,MODEL_NOT_FOUND,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
qwen/qwen3-vl-30b-a3b-thinking,FAILED,400,qwen/qwen3-vl-30b-a3b is not a valid model ID,MODEL_NOT_FOUND,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
qwen/qwen3-vl-8b-thinking,FAILED,400,qwen/qwen3-vl-8b is not a valid model ID,MODEL_NOT_FOUND,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
rekaai/reka-flash-3,FAILED,,TimeoutError('The read operation timed out'),TIMEOUT,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,Read timeout or transport timeout during the test.
relace/relace-apply-3,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":\""expected `<code>...</code>` and `<update>...</update>` tags\""}"",""provider_name"":""Relace"",""is_byok"":false})",WRONG_PAYLOAD,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
sakana/fugu-ultra,FAILED,400,"Provider returned error ({""raw"":""{\""error\"":{\""message\"":\""Invalid 'max_output_tokens': must be greater than or equal to 16.\"",\""type\"":\""invalid_request_error\"",\""param\"":\""max_output_tokens\"",\""code\"":null}}"",""provider_name"":""Sakana AI"",""is_byok"":false})",WRONG_PAYLOAD,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,false,true,true,"Failure is caused by test payload/parameter choice, not proven model unavailability."
sakana/namazu,FAILED,400,"模型 sakana/namazu 的价格未配置。请前往「系统设置 → 运营设置」开启自用模式，或在「系统设置 → 分组与模型定价设置」中为该模型配置价格；Model sakana/namazu price not configured. Go to System Settings → Operation Settings to enable self-use mode, or configure the model price in System Settings → Group & Model Pricing. (request id: 202608110923054702118658268d9d6o1EVdGFk)",UNSUPPORTED_BY_SDKMAX,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,"Model is exposed to the test list but SDKMAX pricing is not configured, so the SDKMAX call path rejects it before a normal successful response."
sakana/sakana-namazu,FAILED,400,"模型 sakana/sakana-namazu 的价格未配置。请前往「系统设置 → 运营设置」开启自用模式，或在「系统设置 → 分组与模型定价设置」中为该模型配置价格；Model sakana/sakana-namazu price not configured. Go to System Settings → Operation Settings to enable self-use mode, or configure the model price in System Settings → Group & Model Pricing. (request id: 202608110923054865641928268d9d6JutralZC)",UNSUPPORTED_BY_SDKMAX,text|vision,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,"Model is exposed to the test list but SDKMAX pricing is not configured, so the SDKMAX call path rejects it before a normal successful response."
sao10k/l3.1-70b-hanami-x1,FAILED,404,No endpoints found for sao10k/l3.1-70b-hanami-x1.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
switchpoint/router,FAILED,404,No endpoints found for switchpoint/router.,NO_PROVIDER,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,OpenRouter did not expose a usable serverless endpoint for this model at test time.
tencent/hy3:free,FAILED,404,This model is unavailable for free. The paid version is available now - use this slug instead: tencent/hy3,MODEL_NOT_FOUND,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,Requested slug is invalid/deprecated for the current route.
thinkingmachines/inkling:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|vision|audio|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
upstage/solar-pro4,FAILED,400,"模型 upstage/solar-pro4 的价格未配置。请前往「系统设置 → 运营设置」开启自用模式，或在「系统设置 → 分组与模型定价设置」中为该模型配置价格；Model upstage/solar-pro4 price not configured. Go to System Settings → Operation Settings to enable self-use mode, or configure the model price in System Settings → Group & Model Pricing. (request id: 202608110923139997560758268d9d6FfyExOpl)",UNSUPPORTED_BY_SDKMAX,text,realtime,false,false,false,/v1/chat/completions,/v1/chat/completions with model-compatible payload,true,true,false,"Model is exposed to the test list but SDKMAX pricing is not configured, so the SDKMAX call path rejects it before a normal successful response."
z-ai/glm-5.2:batch,FAILED,404,This model is only available through the Batch API. Use the /api/beta/batches endpoint instead.,BATCH_API_REQUIRED,text|batch,batch,true,false,false,/v1/chat/completions,/api/beta/batches,false,true,true,Batch-only model tested through chat completions; exclude from normal realtime failure rate.
